InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDateTime,IsCancelled,IsProduct
570769,POST,POSTAGE,2,10/12/11 11:43,18.0,12664.0,Finland,2011-10-12 11:43:00,False,False
570784,POST,POSTAGE,1,10/12/11 11:49,18.0,12569.0,Germany,2011-10-12 11:49:00,False,False
570793,POST,POSTAGE,8,10/12/11 12:08,40.0,12444.0,Norway,2011-10-12 12:08:00,False,False
570798,POST,POSTAGE,2,10/12/11 12:30,18.0,12679.0,France,2011-10-12 12:30:00,False,False
570823,POST,POSTAGE,1,10/12/11 12:54,18.0,12691.0,France,2011-10-12 12:54:00,False,False
570841,POST,POSTAGE,2,10/12/11 14:18,18.0,12553.0,France,2011-10-12 14:18:00,False,False
570851,POST,POSTAGE,1,10/12/11 14:46,18.0,12583.0,France,2011-10-12 14:46:00,False,False
570871,DOT,DOTCOM POSTAGE,1,10/12/11 16:36,218.93,,United Kingdom,2011-10-12 16:36:00,False,False
570872,DOT,DOTCOM POSTAGE,1,10/12/11 16:40,214.32,,United Kingdom,2011-10-12 16:40:00,False,False
570875,POST,POSTAGE,4,10/12/11 17:00,40.0,12667.0,Finland,2011-10-12 17:00:00,False,False
570879,POST,POSTAGE,2,10/13/11 8:42,18.0,12685.0,France,2011-10-13 08:42:00,False,False
570881,POST,POSTAGE,2,10/13/11 9:30,18.0,12498.0,Germany,2011-10-13 09:30:00,False,False
571030,POST,POSTAGE,7,10/13/11 12:26,15.0,12876.0,Belgium,2011-10-13 12:26:00,False,False
571035,M,Manual,1,10/13/11 12:50,0.0,12446.0,RSA,2011-10-13 12:50:00,False,False
571053,POST,POSTAGE,4,10/13/11 13:53,40.0,12631.0,Finland,2011-10-13 13:53:00,False,False
571061,DOT,DOTCOM POSTAGE,1,10/13/11 14:33,852.25,,United Kingdom,2011-10-13 14:33:00,False,False
571065,POST,POSTAGE,7,10/13/11 14:59,18.0,12613.0,Germany,2011-10-13 14:59:00,False,False
571082,DOT,DOTCOM POSTAGE,1,10/13/11 15:25,213.13,,United Kingdom,2011-10-13 15:25:00,False,False
571106,M,Manual,1,10/13/11 16:14,1.0,14976.0,United Kingdom,2011-10-13 16:14:00,False,False
571111,POST,POSTAGE,1,10/13/11 16:37,15.0,14976.0,United Kingdom,2011-10-13 16:37:00,False,False
571129,C2,CARRIAGE,1,10/14/11 10:03,50.0,14156.0,EIRE,2011-10-14 10:03:00,False,False
571179,M,Manual,1,10/14/11 10:42,40.0,15482.0,United Kingdom,2011-10-14 10:42:00,False,False
571187,POST,POSTAGE,3,10/14/11 11:39,18.0,12380.0,Belgium,2011-10-14 11:39:00,False,False
571188,POST,POSTAGE,4,10/14/11 11:42,28.0,12783.0,Portugal,2011-10-14 11:42:00,False,False
571190,M,Manual,4,10/14/11 11:43,0.12,17771.0,United Kingdom,2011-10-14 11:43:00,False,False
571191,POST,POSTAGE,1,10/14/11 11:44,15.0,17404.0,Sweden,2011-10-14 11:44:00,False,False
571215,POST,POSTAGE,3,10/14/11 12:57,18.0,13810.0,Germany,2011-10-14 12:57:00,False,False
571223,M,Manual,1,10/14/11 13:36,599.5,13810.0,Germany,2011-10-14 13:36:00,False,False
571240,POST,POSTAGE,2,10/14/11 14:55,18.0,12562.0,France,2011-10-14 14:55:00,False,False
571257,DOT,DOTCOM POSTAGE,1,10/14/11 17:17,271.18,,United Kingdom,2011-10-14 17:17:00,False,False
571289,M,Manual,1,10/16/11 15:27,0.39,15113.0,United Kingdom,2011-10-16 15:27:00,False,False
571304,POST,POSTAGE,4,10/17/11 9:37,18.0,12526.0,Germany,2011-10-17 09:37:00,False,False
571305,DOT,DOTCOM POSTAGE,1,10/17/11 9:55,657.29,,United Kingdom,2011-10-17 09:55:00,False,False
571308,POST,POSTAGE,3,10/17/11 10:10,18.0,12475.0,Germany,2011-10-17 10:10:00,False,False
571312,POST,POSTAGE,4,10/17/11 10:42,18.0,12474.0,Germany,2011-10-17 10:42:00,False,False
571324,M,Manual,1,10/17/11 11:08,283.02,12783.0,Portugal,2011-10-17 11:08:00,False,False
571326,M,Manual,1,10/17/11 11:11,339.02,12783.0,Portugal,2011-10-17 11:11:00,False,False
571328,POST,POSTAGE,7,10/17/11 11:27,18.0,12473.0,Germany,2011-10-17 11:27:00,False,False
571425,C2,CARRIAGE,1,10/17/11 12:41,50.0,14911.0,EIRE,2011-10-17 12:41:00,False,False
571441,DOT,DOTCOM POSTAGE,1,10/17/11 13:31,743.62,14096.0,United Kingdom,2011-10-17 13:31:00,False,False
571445,POST,POSTAGE,2,10/17/11 13:44,18.0,12463.0,Belgium,2011-10-17 13:44:00,False,False
571465,M,Manual,1,10/17/11 14:29,0.85,14830.0,United Kingdom,2011-10-17 14:29:00,False,False
571508,DOT,DOTCOM POSTAGE,1,10/17/11 15:27,195.06,,United Kingdom,2011-10-17 15:27:00,False,False
571556,POST,POSTAGE,2,10/18/11 9:24,18.0,12662.0,Germany,2011-10-18 09:24:00,False,False
571658,POST,POSTAGE,3,10/18/11 12:48,18.0,12621.0,Germany,2011-10-18 12:48:00,False,False
571665,POST,POSTAGE,3,10/18/11 12:59,28.0,12540.0,Spain,2011-10-18 12:59:00,False,False
571697,POST,POSTAGE,3,10/18/11 14:49,15.0,12759.0,Netherlands,2011-10-18 14:49:00,False,False
571705,POST,POSTAGE,3,10/18/11 15:22,40.0,12360.0,Austria,2011-10-18 15:22:00,False,False
571713,DOT,DOTCOM POSTAGE,1,10/18/11 16:58,243.87,,United Kingdom,2011-10-18 16:58:00,False,False
571714,DOT,DOTCOM POSTAGE,1,10/18/11 17:00,127.89,,United Kingdom,2011-10-18 17:00:00,False,False
571716,DOT,DOTCOM POSTAGE,1,10/18/11 17:05,206.38,,United Kingdom,2011-10-18 17:05:00,False,False
571724,POST,POSTAGE,3,10/19/11 8:20,18.0,12572.0,Germany,2011-10-19 08:20:00,False,False
571729,POST,POSTAGE,1,10/19/11 9:43,18.0,12500.0,Germany,2011-10-19 09:43:00,False,False
571751,M,Manual,1,10/19/11 11:18,3949.32,12744.0,Singapore,2011-10-19 11:18:00,False,False
571751,M,Manual,1,10/19/11 11:18,2118.74,12744.0,Singapore,2011-10-19 11:18:00,False,False
571797,DOT,DOTCOM POSTAGE,1,10/19/11 11:41,868.21,,United Kingdom,2011-10-19 11:41:00,False,False
571824,POST,POSTAGE,6,10/19/11 11:49,18.0,12472.0,Germany,2011-10-19 11:49:00,False,False
571851,POST,POSTAGE,4,10/19/11 13:02,28.0,12596.0,Spain,2011-10-19 13:02:00,False,False
571883,M,Manual,6,10/19/11 13:58,0.39,14704.0,United Kingdom,2011-10-19 13:58:00,False,False
571900,BANK CHARGES,Bank Charges,1,10/19/11 14:26,15.0,13263.0,United Kingdom,2011-10-19 14:26:00,False,False
571904,POST,POSTAGE,1,10/19/11 14:41,18.0,12522.0,Germany,2011-10-19 14:41:00,False,False
571909,M,Manual,1,10/19/11 15:08,4.95,15006.0,United Kingdom,2011-10-19 15:08:00,False,False
571923,POST,POSTAGE,2,10/19/11 16:24,18.0,12685.0,France,2011-10-19 16:24:00,False,False
571931,DCGSSGIRL,GIRLS PARTY BAG,1,10/19/11 16:59,3.29,,United Kingdom,2011-10-19 16:59:00,False,False
571931,DOT,DOTCOM POSTAGE,1,10/19/11 16:59,230.59,,United Kingdom,2011-10-19 16:59:00,False,False
572054,POST,POSTAGE,2,10/20/11 12:31,18.0,12642.0,Germany,2011-10-20 12:31:00,False,False
572056,POST,POSTAGE,1,10/20/11 12:40,35.0,17402.0,United Kingdom,2011-10-20 12:40:00,False,False
572060,POST,POSTAGE,1,10/20/11 12:52,18.0,12569.0,Germany,2011-10-20 12:52:00,False,False
572061,POST,POSTAGE,2,10/20/11 12:53,18.0,12474.0,Germany,2011-10-20 12:53:00,False,False
572069,C2,CARRIAGE,1,10/20/11 13:24,50.0,14911.0,EIRE,2011-10-20 13:24:00,False,False
572072,POST,POSTAGE,1,10/20/11 13:40,1.36,,United Kingdom,2011-10-20 13:40:00,False,False
572087,POST,POSTAGE,6,10/20/11 14:30,18.0,12683.0,France,2011-10-20 14:30:00,False,False
572103,M,Manual,1,10/20/11 15:57,1.25,17571.0,United Kingdom,2011-10-20 15:57:00,False,False
572133,POST,POSTAGE,2,10/21/11 10:11,18.0,12407.0,Belgium,2011-10-21 10:11:00,False,False
572184,POST,POSTAGE,2,10/21/11 10:51,18.0,12403.0,Denmark,2011-10-21 10:51:00,False,False
572233,POST,POSTAGE,7,10/21/11 14:41,15.0,14646.0,Netherlands,2011-10-21 14:41:00,False,False
572241,POST,POSTAGE,1,10/21/11 15:20,18.0,12712.0,Germany,2011-10-21 15:20:00,False,False
572293,M,Manual,1,10/23/11 13:02,50.0,12748.0,United Kingdom,2011-10-23 13:02:00,False,False
572316,M,Manual,1,10/23/11 16:13,0.38,17836.0,United Kingdom,2011-10-23 16:13:00,False,False
572344,M,Manual,456,10/24/11 10:43,1.5,14607.0,United Kingdom,2011-10-24 10:43:00,False,False
572344,M,Manual,48,10/24/11 10:43,1.5,14607.0,United Kingdom,2011-10-24 10:43:00,False,False
572423,M,Manual,1,10/24/11 12:02,464.9,16742.0,United Kingdom,2011-10-24 12:02:00,False,False
572442,POST,POSTAGE,2,10/24/11 12:09,28.0,12546.0,Spain,2011-10-24 12:09:00,False,False
572459,C2,CARRIAGE,1,10/24/11 12:53,50.0,14911.0,EIRE,2011-10-24 12:53:00,False,False
572540,DOT,DOTCOM POSTAGE,1,10/24/11 16:17,743.96,,United Kingdom,2011-10-24 16:17:00,False,False
572549,DOT,DOTCOM POSTAGE,1,10/24/11 17:03,235.98,,United Kingdom,2011-10-24 17:03:00,False,False
572550,DOT,DOTCOM POSTAGE,1,10/24/11 17:06,215.13,,United Kingdom,2011-10-24 17:06:00,False,False
572552,DOT,DOTCOM POSTAGE,1,10/24/11 17:07,638.3,14096.0,United Kingdom,2011-10-24 17:07:00,False,False
572553,DOT,DOTCOM POSTAGE,1,10/24/11 17:09,276.48,,United Kingdom,2011-10-24 17:09:00,False,False
572560,POST,POSTAGE,8,10/25/11 8:45,18.0,12476.0,Germany,2011-10-25 08:45:00,False,False
572567,POST,POSTAGE,5,10/25/11 10:27,40.0,12398.0,Switzerland,2011-10-25 10:27:00,False,False
572656,M,Manual,288,10/25/11 12:22,1.5,14607.0,United Kingdom,2011-10-25 12:22:00,False,False
572665,POST,POSTAGE,1,10/25/11 13:02,4.48,,United Kingdom,2011-10-25 13:02:00,False,False
572682,M,Manual,72,10/25/11 13:52,0.39,17928.0,United Kingdom,2011-10-25 13:52:00,False,False
572696,M,Manual,1,10/25/11 14:23,250.0,17857.0,United Kingdom,2011-10-25 14:23:00,False,False
572758,DOT,DOTCOM POSTAGE,1,10/25/11 18:39,246.54,,United Kingdom,2011-10-25 18:39:00,False,False
572770,POST,POSTAGE,9,10/26/11 10:16,40.0,12371.0,Switzerland,2011-10-26 10:16:00,False,False
572832,M,Manual,1,10/26/11 11:40,1.0,16454.0,United Kingdom,2011-10-26 11:40:00,False,False
572849,S,SAMPLES,1,10/26/11 12:20,33.05,,United Kingdom,2011-10-26 12:20:00,False,False
572886,POST,POSTAGE,3,10/26/11 13:46,28.0,12448.0,Spain,2011-10-26 13:46:00,False,False
572887,POST,POSTAGE,4,10/26/11 13:47,15.0,12362.0,Belgium,2011-10-26 13:47:00,False,False
572894,POST,POSTAGE,1,10/26/11 14:39,18.0,12569.0,Germany,2011-10-26 14:39:00,False,False
572895,POST,POSTAGE,1,10/26/11 14:39,18.0,12569.0,Germany,2011-10-26 14:39:00,False,False
572896,POST,POSTAGE,4,10/26/11 14:41,40.0,12456.0,Switzerland,2011-10-26 14:41:00,False,False
572897,DOT,DOTCOM POSTAGE,1,10/26/11 14:42,1016.58,,United Kingdom,2011-10-26 14:42:00,False,False
572934,POST,POSTAGE,4,10/27/11 10:18,40.0,12610.0,Italy,2011-10-27 10:18:00,False,False
572964,POST,POSTAGE,3,10/27/11 10:41,40.0,12630.0,Finland,2011-10-27 10:41:00,False,False
572969,C2,CARRIAGE,1,10/27/11 10:46,50.0,13363.0,United Kingdom,2011-10-27 10:46:00,False,False
572986,POST,POSTAGE,3,10/27/11 10:51,18.0,12681.0,France,2011-10-27 10:51:00,False,False
572992,POST,POSTAGE,2,10/27/11 10:57,18.0,12681.0,France,2011-10-27 10:57:00,False,False
573036,POST,POSTAGE,2,10/27/11 13:44,18.0,12437.0,France,2011-10-27 13:44:00,False,False
573077,M,Manual,1,10/27/11 14:13,4161.06,12536.0,France,2011-10-27 14:13:00,False,False
573080,M,Manual,1,10/27/11 14:20,4161.06,12536.0,France,2011-10-27 14:20:00,False,False
573106,POST,POSTAGE,1,10/27/11 15:05,18.0,12626.0,Germany,2011-10-27 15:05:00,False,False
573108,POST,POSTAGE,1,10/27/11 15:09,40.0,12430.0,Norway,2011-10-27 15:09:00,False,False
573136,POST,POSTAGE,2,10/27/11 17:00,18.0,12709.0,Germany,2011-10-27 17:00:00,False,False
573137,DOT,DOTCOM POSTAGE,1,10/27/11 17:15,188.89,,United Kingdom,2011-10-27 17:15:00,False,False
573153,POST,POSTAGE,3,10/28/11 7:39,145.0,12678.0,France,2011-10-28 07:39:00,False,False
573173,POST,POSTAGE,4,10/28/11 10:10,15.0,12362.0,Belgium,2011-10-28 10:10:00,False,False
573284,POST,POSTAGE,1,10/28/11 14:27,18.0,13812.0,Germany,2011-10-28 14:27:00,False,False
573289,POST,POSTAGE,4,10/28/11 14:44,18.0,12705.0,Germany,2011-10-28 14:44:00,False,False
573307,POST,POSTAGE,1,10/28/11 16:24,11.27,,United Kingdom,2011-10-28 16:24:00,False,False
573310,DOT,DOTCOM POSTAGE,1,10/28/11 16:44,6.63,,United Kingdom,2011-10-28 16:44:00,False,False
573311,M,Manual,8,10/28/11 16:45,0.39,14071.0,United Kingdom,2011-10-28 16:45:00,False,False
573313,DOT,DOTCOM POSTAGE,1,10/28/11 16:46,3.29,,United Kingdom,2011-10-28 16:46:00,False,False
573328,M,Manual,3,10/30/11 11:09,0.39,16601.0,United Kingdom,2011-10-30 11:09:00,False,False
573333,POST,POSTAGE,2,10/30/11 11:34,40.0,12483.0,Sweden,2011-10-30 11:34:00,False,False
573340,M,Manual,3,10/30/11 11:55,0.79,14159.0,United Kingdom,2011-10-30 11:55:00,False,False
573345,M,Manual,25,10/30/11 12:14,0.2,17609.0,United Kingdom,2011-10-30 12:14:00,False,False
573362,POST,POSTAGE,10,10/30/11 13:06,28.0,12597.0,Spain,2011-10-30 13:06:00,False,False
573391,C2,CARRIAGE,1,10/30/11 14:57,50.0,14911.0,EIRE,2011-10-30 14:57:00,False,False
573401,POST,POSTAGE,2,10/30/11 15:43,15.0,12364.0,Belgium,2011-10-30 15:43:00,False,False
573402,POST,POSTAGE,1,10/30/11 15:44,18.0,12494.0,France,2011-10-30 15:44:00,False,False
573417,POST,POSTAGE,1,10/31/11 8:56,18.0,12581.0,Germany,2011-10-31 08:56:00,False,False
573430,POST,POSTAGE,3,10/31/11 10:38,18.0,13813.0,Germany,2011-10-31 10:38:00,False,False
573553,DOT,DOTCOM POSTAGE,1,10/31/11 13:48,757.63,,United Kingdom,2011-10-31 13:48:00,False,False
573576,DOT,DOTCOM POSTAGE,1,10/31/11 14:09,901.58,14096.0,United Kingdom,2011-10-31 14:09:00,False,False
573580,DOT,DOTCOM POSTAGE,1,10/31/11 14:21,254.42,,United Kingdom,2011-10-31 14:21:00,False,False
573581,C2,CARRIAGE,1,10/31/11 14:22,50.0,14911.0,EIRE,2011-10-31 14:22:00,False,False
573585,DOT,DOTCOM POSTAGE,1,10/31/11 14:41,2019.05,,United Kingdom,2011-10-31 14:41:00,False,False
573585,gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,1,10/31/11 14:41,16.67,,United Kingdom,2011-10-31 14:41:00,False,False
573586,BANK CHARGES,Bank Charges,1,10/31/11 14:48,15.0,14704.0,United Kingdom,2011-10-31 14:48:00,False,False
573588,POST,POSTAGE,1,10/31/11 15:01,40.0,12588.0,Finland,2011-10-31 15:01:00,False,False
573589,POST,POSTAGE,1,10/31/11 15:11,0.55,,United Kingdom,2011-10-31 15:11:00,False,False
573601,DOT,DOTCOM POSTAGE,1,10/31/11 15:24,511.25,,United Kingdom,2011-10-31 15:24:00,False,False
573629,POST,POSTAGE,1,10/31/11 15:30,18.0,12522.0,Germany,2011-10-31 15:30:00,False,False
573633,DOT,DOTCOM POSTAGE,1,10/31/11 15:48,98.79,,United Kingdom,2011-10-31 15:48:00,False,False
573656,POST,POSTAGE,3,10/31/11 16:02,15.0,12417.0,Belgium,2011-10-31 16:02:00,False,False
573669,POST,POSTAGE,1,10/31/11 16:49,2.46,,United Kingdom,2011-10-31 16:49:00,False,False
573768,POST,POSTAGE,3,11/1/11 10:02,40.0,12552.0,Italy,2011-11-01 10:02:00,False,False
573867,POST,POSTAGE,2,11/1/11 12:12,18.0,12674.0,France,2011-11-01 12:12:00,False,False
573868,POST,POSTAGE,2,11/1/11 12:18,18.0,12491.0,France,2011-11-01 12:18:00,False,False
573891,POST,POSTAGE,5,11/1/11 13:56,18.0,12682.0,France,2011-11-01 13:56:00,False,False
574068,POST,POSTAGE,3,11/2/11 14:51,18.0,12490.0,France,2011-11-02 14:51:00,False,False
574071,POST,POSTAGE,1,11/2/11 14:57,18.0,12654.0,Germany,2011-11-02 14:57:00,False,False
574074,DOT,DOTCOM POSTAGE,1,11/2/11 15:33,371.65,,United Kingdom,2011-11-02 15:33:00,False,False
574076,DOT,DOTCOM POSTAGE,1,11/2/11 15:38,378.02,,United Kingdom,2011-11-02 15:38:00,False,False
574097,POST,POSTAGE,5,11/3/11 9:56,18.0,12471.0,Germany,2011-11-03 09:56:00,False,False
574104,POST,POSTAGE,3,11/3/11 10:45,18.0,12615.0,France,2011-11-03 10:45:00,False,False
574252,POST,POSTAGE,2,11/3/11 13:24,18.0,12437.0,France,2011-11-03 13:24:00,False,False
574252,M,Manual,1,11/3/11 13:24,0.0,12437.0,France,2011-11-03 13:24:00,False,False
574255,POST,POSTAGE,1,11/3/11 13:44,18.0,12569.0,Germany,2011-11-03 13:44:00,False,False
574270,DOT,DOTCOM POSTAGE,1,11/3/11 14:28,3.29,,United Kingdom,2011-11-03 14:28:00,False,False
574275,POST,POSTAGE,2,11/3/11 14:37,40.0,12352.0,Norway,2011-11-03 14:37:00,False,False
574277,M,Manual,832,11/3/11 14:42,0.25,17857.0,United Kingdom,2011-11-03 14:42:00,False,False
574298,DOT,DOTCOM POSTAGE,1,11/3/11 15:56,286.88,,United Kingdom,2011-11-03 15:56:00,False,False
574301,POST,POSTAGE,2,11/3/11 16:15,28.0,12544.0,Spain,2011-11-03 16:15:00,False,False
574317,M,Manual,6,11/3/11 18:49,0.39,17078.0,United Kingdom,2011-11-03 18:49:00,False,False
574329,POST,POSTAGE,4,11/4/11 9:07,15.0,12362.0,Belgium,2011-11-04 09:07:00,False,False
574332,POST,POSTAGE,3,11/4/11 9:24,18.0,12664.0,Finland,2011-11-04 09:24:00,False,False
574336,POST,POSTAGE,6,11/4/11 9:52,15.0,12397.0,Belgium,2011-11-04 09:52:00,False,False
574442,POST,POSTAGE,5,11/4/11 11:40,40.0,12704.0,Finland,2011-11-04 11:40:00,False,False
574474,M,Manual,4,11/4/11 12:05,0.85,17979.0,United Kingdom,2011-11-04 12:05:00,False,False
574506,M,Manual,1,11/4/11 13:24,3.95,12577.0,France,2011-11-04 13:24:00,False,False
574546,BANK CHARGES,Bank Charges,1,11/4/11 14:59,15.0,13651.0,United Kingdom,2011-11-04 14:59:00,False,False
574561,DOT,DOTCOM POSTAGE,1,11/4/11 15:52,368.62,,United Kingdom,2011-11-04 15:52:00,False,False
574653,POST,POSTAGE,2,11/6/11 11:30,18.0,12619.0,Germany,2011-11-06 11:30:00,False,False
574679,POST,POSTAGE,3,11/6/11 12:38,18.0,12645.0,Germany,2011-11-06 12:38:00,False,False
574690,POST,POSTAGE,4,11/6/11 13:11,40.0,12638.0,Sweden,2011-11-06 13:11:00,False,False
574694,POST,POSTAGE,2,11/6/11 13:36,40.0,12381.0,Norway,2011-11-06 13:36:00,False,False
574713,POST,POSTAGE,1,11/6/11 14:26,18.0,12628.0,Germany,2011-11-06 14:26:00,False,False
574722,M,Manual,16,11/6/11 14:45,0.19,14502.0,United Kingdom,2011-11-06 14:45:00,False,False
574741,M,Manual,6,11/6/11 16:13,1.45,15993.0,United Kingdom,2011-11-06 16:13:00,False,False
574745,C2,CARRIAGE,1,11/7/11 8:26,50.0,14911.0,EIRE,2011-11-07 08:26:00,False,False
574838,POST,POSTAGE,5,11/7/11 11:37,28.0,12484.0,Spain,2011-11-07 11:37:00,False,False
574841,C2,CARRIAGE,1,11/7/11 11:42,50.0,14156.0,EIRE,2011-11-07 11:42:00,False,False
574844,POST,POSTAGE,1,11/7/11 11:57,28.0,12783.0,Portugal,2011-11-07 11:57:00,False,False
574856,DOT,DOTCOM POSTAGE,1,11/7/11 12:06,1126.29,,United Kingdom,2011-11-07 12:06:00,False,False
574862,POST,POSTAGE,5,11/7/11 12:27,15.0,12408.0,Belgium,2011-11-07 12:27:00,False,False
574869,POST,POSTAGE,1,11/7/11 12:44,18.0,12708.0,Germany,2011-11-07 12:44:00,False,False
574874,C2,CARRIAGE,1,11/7/11 13:06,50.0,14911.0,EIRE,2011-11-07 13:06:00,False,False
574885,POST,POSTAGE,1,11/7/11 14:01,18.0,12472.0,Germany,2011-11-07 14:01:00,False,False
574950,DOT,DOTCOM POSTAGE,1,11/8/11 9:29,401.8,,United Kingdom,2011-11-08 09:29:00,False,False
575034,M,Manual,1,11/8/11 11:38,7.95,15573.0,United Kingdom,2011-11-08 11:38:00,False,False
575043,M,Manual,1,11/8/11 12:06,4.95,13047.0,United Kingdom,2011-11-08 12:06:00,False,False
575049,POST,POSTAGE,3,11/8/11 12:13,18.0,12721.0,France,2011-11-08 12:13:00,False,False
575059,M,Manual,30,11/8/11 12:25,0.39,14071.0,United Kingdom,2011-11-08 12:25:00,False,False
575067,POST,POSTAGE,2,11/8/11 12:45,18.0,12583.0,France,2011-11-08 12:45:00,False,False
575138,DOT,DOTCOM POSTAGE,1,11/8/11 15:24,1483.21,,United Kingdom,2011-11-08 15:24:00,False,False
575144,POST,POSTAGE,3,11/8/11 15:38,28.0,12540.0,Spain,2011-11-08 15:38:00,False,False
575151,POST,POSTAGE,1,11/8/11 16:12,15.0,12395.0,Belgium,2011-11-08 16:12:00,False,False
575154,POST,POSTAGE,2,11/8/11 16:15,18.0,12395.0,Belgium,2011-11-08 16:15:00,False,False
575176,DOT,DOTCOM POSTAGE,1,11/8/11 18:29,428.78,,United Kingdom,2011-11-08 18:29:00,False,False
575177,DOT,DOTCOM POSTAGE,1,11/8/11 18:41,375.71,,United Kingdom,2011-11-08 18:41:00,False,False
575193,POST,POSTAGE,5,11/9/11 9:34,18.0,12681.0,France,2011-11-09 09:34:00,False,False
575304,M,Manual,1,11/9/11 12:38,1.25,17841.0,United Kingdom,2011-11-09 12:38:00,False,False
575326,POST,POSTAGE,2,11/9/11 13:47,18.0,12532.0,France,2011-11-09 13:47:00,False,False
575328,M,Manual,1200,11/9/11 13:48,0.25,17857.0,United Kingdom,2011-11-09 13:48:00,False,False
575352,POST,POSTAGE,3,11/9/11 14:56,18.0,12504.0,Germany,2011-11-09 14:56:00,False,False
575477,DOT,DOTCOM POSTAGE,1,11/9/11 16:14,533.59,,United Kingdom,2011-11-09 16:14:00,False,False
575498,POST,POSTAGE,1,11/10/11 9:52,18.0,12708.0,Germany,2011-11-10 09:52:00,False,False
575505,POST,,800,11/10/11 10:29,0.0,,United Kingdom,2011-11-10 10:29:00,False,False
575506,C2,,150,11/10/11 10:30,0.0,,United Kingdom,2011-11-10 10:30:00,False,False
575514,POST,POSTAGE,3,11/10/11 10:40,28.0,12541.0,Spain,2011-11-10 10:40:00,False,False
575519,POST,POSTAGE,2,11/10/11 10:53,18.0,12682.0,France,2011-11-10 10:53:00,False,False
575581,POST,POSTAGE,1,11/10/11 11:53,18.0,12659.0,France,2011-11-10 11:53:00,False,False
575584,POST,POSTAGE,1,11/10/11 11:55,18.0,12682.0,France,2011-11-10 11:55:00,False,False
575607,DOT,DOTCOM POSTAGE,1,11/10/11 12:37,908.16,14096.0,United Kingdom,2011-11-10 12:37:00,False,False
575629,POST,POSTAGE,1,11/10/11 13:34,18.0,12599.0,France,2011-11-10 13:34:00,False,False
575632,M,Manual,1,11/10/11 13:44,40.46,12473.0,Germany,2011-11-10 13:44:00,False,False
575632,M,Manual,1,11/10/11 13:44,424.06,12473.0,Germany,2011-11-10 13:44:00,False,False
575632,M,Manual,1,11/10/11 13:44,549.34,12473.0,Germany,2011-11-10 13:44:00,False,False
575636,M,Manual,1,11/10/11 13:46,40.46,12473.0,Germany,2011-11-10 13:46:00,False,False
575671,POST,POSTAGE,3,11/10/11 15:03,18.0,12670.0,France,2011-11-10 15:03:00,False,False
575709,POST,POSTAGE,2,11/10/11 17:27,15.0,14646.0,Netherlands,2011-11-10 17:27:00,False,False
575713,POST,POSTAGE,2,11/10/11 17:49,18.0,13817.0,Germany,2011-11-10 17:49:00,False,False
575732,POST,POSTAGE,2,11/11/11 8:19,18.0,12712.0,Germany,2011-11-11 08:19:00,False,False
575733,POST,POSTAGE,1,11/11/11 8:33,18.0,13810.0,Germany,2011-11-11 08:33:00,False,False
575734,POST,POSTAGE,2,11/11/11 8:39,40.0,12384.0,Switzerland,2011-11-11 08:39:00,False,False
575735,C2,CARRIAGE,1,11/11/11 8:46,50.0,14156.0,EIRE,2011-11-11 08:46:00,False,False
575736,POST,POSTAGE,1,11/11/11 8:47,40.0,12697.0,Sweden,2011-11-11 08:47:00,False,False
575739,DOT,DOTCOM POSTAGE,1,11/11/11 9:05,469.2,,United Kingdom,2011-11-11 09:05:00,False,False
575747,POST,POSTAGE,3,11/11/11 10:19,18.0,12589.0,France,2011-11-11 10:19:00,False,False
575750,POST,POSTAGE,3,11/11/11 10:29,18.0,12600.0,Germany,2011-11-11 10:29:00,False,False
575787,POST,POSTAGE,3,11/11/11 11:18,18.0,12518.0,Germany,2011-11-11 11:18:00,False,False
575845,POST,POSTAGE,1,11/11/11 12:07,18.0,12598.0,France,2011-11-11 12:07:00,False,False
575848,M,Manual,1,11/11/11 12:10,10.0,14178.0,United Kingdom,2011-11-11 12:10:00,False,False
575871,C2,CARRIAGE,1,11/11/11 12:52,50.0,14911.0,EIRE,2011-11-11 12:52:00,False,False
575875,DOT,DOTCOM POSTAGE,1,11/11/11 13:06,571.9,,United Kingdom,2011-11-11 13:06:00,False,False
575880,POST,POSTAGE,3,11/11/11 13:35,18.0,12726.0,France,2011-11-11 13:35:00,False,False
575881,POST,POSTAGE,1,11/11/11 13:39,1.34,,United Kingdom,2011-11-11 13:39:00,False,False
575884,POST,POSTAGE,3,11/11/11 13:46,18.0,12685.0,France,2011-11-11 13:46:00,False,False
575888,POST,POSTAGE,3,11/11/11 14:04,18.0,12517.0,Germany,2011-11-11 14:04:00,False,False
575896,POST,POSTAGE,8,11/11/11 14:52,18.0,12480.0,Germany,2011-11-11 14:52:00,False,False
575901,POST,POSTAGE,1,11/11/11 15:19,1.69,,United Kingdom,2011-11-11 15:19:00,False,False
575904,M,Manual,1,11/11/11 15:28,7.95,18014.0,United Kingdom,2011-11-11 15:28:00,False,False
575916,POST,POSTAGE,1,11/11/11 16:49,18.0,12691.0,France,2011-11-11 16:49:00,False,False
575930,DOT,DOTCOM POSTAGE,1,11/11/11 17:58,454.35,,United Kingdom,2011-11-11 17:58:00,False,False
